"site","averageinternaltempc","lowestinternaltempc","highestinternaltempc","temperaturedifferencec","ore","lengthofpassagem","numberofentrancesforhumanaccess","numberoflevels","year","count","entrances","slope"
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2013,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2013,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2013,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2013,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2013,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2014,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2014,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2014,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2014,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2014,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2014,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2014,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2014,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2014,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2014,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2014,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2014,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2014,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2014,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2014,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2014,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2014,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2014,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2014,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2014,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2014,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2014,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2014,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2015,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2015,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2015,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2015,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2015,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2015,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2015,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2015,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2015,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2015,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2015,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2015,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2015,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2015,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2015,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2015,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2015,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2015,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2015,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2015,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2015,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2015,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2015,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2016,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2016,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2016,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2016,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2016,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2016,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2016,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2016,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2016,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2016,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2016,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2016,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2016,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2016,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2016,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2016,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2016,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2016,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2016,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2016,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2016,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2016,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2016,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2017,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2017,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2017,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2017,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2017,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2017,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2017,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2017,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2017,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2017,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2017,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2017,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2017,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2017,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2017,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2017,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2017,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2017,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2017,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2017,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2017,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2017,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2017,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2018,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2018,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2018,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2018,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2018,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2018,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2018,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2018,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2018,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2018,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2018,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2018,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2018,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2018,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2018,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2018,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2018,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2018,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2018,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2018,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2018,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2018,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2018,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2019,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2019,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2019,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2019,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2019,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2019,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2019,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2019,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2019,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2019,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2019,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2019,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2019,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2019,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2019,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2019,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2019,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2019,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2019,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2019,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2019,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2019,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2019,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2020,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2020,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2020,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2020,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2020,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2020,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2020,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2020,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2020,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2020,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2020,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2020,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2020,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2020,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2020,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2020,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2020,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2020,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2020,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2020,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2020,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2020,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2020,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2021,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2021,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2021,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2021,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2021,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2021,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2021,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2021,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2021,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2021,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2021,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2021,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2021,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2021,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2021,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2021,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2021,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2021,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2021,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2021,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2021,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2021,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2021,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2022,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2022,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2022,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2022,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2022,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2022,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2022,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2022,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2022,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2022,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2022,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2022,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2022,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2022,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2022,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2022,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2022,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2022,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2022,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2022,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2022,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2022,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2022,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2023,NA,3,NA
"East Evergreen Bluff Mine  (2, 4, 6)",0.555555555555556,NA,NA,NA,"copper",NA,"3",1,2023,NA,3,NA
